x,y,height
0,19,14
0,20,24
0,21,25
0,22,15
0,23,15
0,24,14
0,25,11
0,28,12
0,29,12
0,30,12
0,31,12
0,32,12
0,33,11
0,71,32
0,72,32
0,73,23
0,74,31
0,86,7
0,88,4
0,90,5
0,91,4
0,98,7
0,99,7
0,103,9
0,105,7
0,106,7
0,111,5
0,112,7
0,113,13
0,114,11
0,116,3
0,117,8
0,118,10
0,119,7
0,120,5
0,122,8
0,125,10
0,126,11
0,127,12
1,14,8
1,15,11
1,16,15
1,17,19
1,18,18
1,19,11
1,20,15
1,21,15
1,22,15
1,23,15
1,24,15
1,25,11
1,26,10
1,27,12
1,28,13
1,31,11
1,32,12
1,69,11
1,70,30
1,71,24
1,72,24
1,73,35
1,77,20
1,78,22
1,86,7
1,88,8
1,89,9
1,90,4
1,97,9
1,98,7
1,101,4
1,102,8
1,104,5
1,105,8
1,112,7
1,115,11
1,116,11
1,126,3
1,127,12
2,14,7
2,15,11
2,16,15
2,17,20
2,18,18
2,19,8
2,20,11
2,21,15
2,22,15
2,23,16
2,24,16
2,25,14
2,26,16
2,27,10
2,31,9
2,32,13
2,33,12
2,34,9
2,61,8
2,62,12
2,63,8
2,70,12
2,71,23
2,72,24
2,73,14
2,77,20
2,78,21
2,79,17
2,86,8
2,87,8
2,88,8
2,89,8
2,97,8
2,98,4
2,102,8
2,104,8
2,105,8
2,106,5
2,110,8
2,111,10
2,114,11
2,115,7
2,127,3
3,14,4
3,15,12
3,16,19
3,17,19
3,18,10
3,19,7
3,20,9
3,21,10
3,24,15
3,25,15
3,26,14
3,27,17
3,32,12
3,33,13
3,34,13
3,35,10
3,45,4
3,46,9
3,61,11
3,62,11
3,63,13
3,67,27
3,77,20
3,78,20
3,79,21
3,87,9
3,91,4
3,101,7
3,102,8
3,104,8
3,105,8
3,106,7
3,110,11
3,111,8
3,113,3
3,114,8
4,15,10
4,16,11
4,17,10
4,21,9
4,22,8
4,24,10
4,25,16
4,26,15
4,27,15
4,33,12
4,34,11
4,35,13
4,36,11
4,37,12
4,46,9
4,62,11
4,67,20
4,68,28
4,76,18
4,78,20
4,79,21
4,80,12
4,84,4
4,85,7
4,88,8
4,92,8
4,93,7
4,94,4
4,97,4
4,101,8
4,102,9
4,104,7
4,113,11
4,114,7
5,21,9
5,25,11
5,26,15
5,27,14
5,35,11
5,36,11
5,37,13
5,67,20
5,68,20
5,74,19
5,75,22
5,76,24
5,79,20
5,80,21
5,85,7
5,88,9
5,93,7
5,94,7
5,97,4
5,98,5
5,101,7
5,102,8
5,104,8
5,105,7
5,112,3
5,113,7
6,26,15
6,27,14
6,36,11
6,37,12
6,38,7
6,57,11
6,58,21
6,59,21
6,68,21
6,69,33
6,74,18
6,75,24
6,76,22
6,79,17
6,80,20
6,81,15
6,85,4
6,88,8
6,89,9
6,93,9
6,94,8
6,101,8
6,102,9
6,104,9
6,105,8
6,112,3
7,35,9
7,36,10
7,37,33
7,38,30
7,39,12
7,57,11
7,58,21
7,59,25
7,60,24
7,68,36
7,69,36
7,70,36
7,75,23
7,76,23
7,77,16
7,80,20
7,86,7
7,88,4
7,93,8
7,94,8
7,101,8
7,102,8
7,104,7
7,111,3
7,112,10
7,113,8
8,11,12
8,12,24
8,13,16
8,14,19
8,35,12
8,36,11
8,37,29
8,38,30
8,39,31
8,40,12
8,58,25
8,59,25
8,60,25
8,69,36
8,70,37
8,75,18
8,86,9
8,88,8
8,89,4
8,90,5
8,101,7
8,102,8
8,104,7
8,105,8
8,111,3
8,112,9
9,9,23
9,10,24
9,11,24
9,12,23
9,13,21
9,14,21
9,15,12
9,35,12
9,36,31
9,37,32
9,38,32
9,39,31
9,40,12
9,41,8
9,59,24
9,69,45
9,70,36
9,71,49
9,83,4
9,86,8
9,87,7
9,89,4
9,90,7
9,101,8
9,102,8
9,104,8
9,105,9
9,111,11
9,112,9
10,9,9
10,10,21
10,11,21
10,12,20
10,13,17
10,14,16
10,15,15
10,16,12
10,35,31
10,36,31
10,37,32
10,38,31
10,39,31
10,40,24
10,41,14
10,55,4
10,56,8
10,70,36
10,71,52
10,83,8
10,84,4
10,96,4
10,101,5
10,102,9
10,104,7
10,105,8
10,110,7
10,111,3
11,9,13
11,10,21
11,11,22
11,12,23
11,13,21
11,14,17
11,15,15
11,16,10
11,35,30
11,36,31
11,37,30
11,38,32
11,39,32
11,40,31
11,41,25
11,42,12
11,55,9
11,56,8
11,61,26
11,62,25
11,70,56
11,71,44
11,76,12
11,77,24
11,78,23
11,79,11
11,83,7
11,84,4
11,87,8
11,95,4
11,96,4
11,101,8
