x,y,height
0,10,8
0,41,7
0,42,7
0,46,10
0,49,7
0,50,7
1,5,4
1,13,6
1,37,5
1,38,5
1,39,4
1,41,8
1,42,9
1,45,7
1,46,7
1,66,4
1,67,4
2,4,7
2,5,7
2,13,6
2,14,6
2,38,7
2,39,7
2,66,9
2,67,8
3,4,9
3,5,8
3,9,4
3,10,8
3,12,7
3,13,7
3,38,7
4,4,4
4,7,4
4,51,7
5,6,9
6,2,11
7,1,12
7,2,10
7,5,9
8,0,4
8,1,11
8,5,10
9,0,4
9,127,4
11,3,10
12,2,9
13,3,4
15,3,8
15,4,7
16,5,8
17,0,7
17,2,7
18,0,4
18,1,8
18,2,8
18,4,4
18,5,4
19,4,4
31,79,3
32,76,7
32,79,2
32,80,2
33,76,7
33,77,7
33,78,3
33,80,2
34,78,3
34,79,2
34,80,3
34,81,4
35,81,3
36,19,3
36,66,6
37,19,2
37,20,2
37,66,8
37,81,3
38,19,3
38,20,4
39,20,2
42,65,7
43,47,7
43,65,8
44,19,7
48,21,9
50,11,7
50,12,4
50,27,6
50,29,4
50,30,7
51,11,7
51,12,5
51,13,4
53,19,3
53,22,9
53,34,7
54,19,3
54,20,4
62,34,4
63,34,9
64,35,9
70,15,7
71,15,7
72,15,7
73,54,6
73,55,6
73,73,7
73,74,8
76,45,6
76,46,6
79,127,5
80,2,4
80,126,7
80,127,7
81,0,4
81,1,5
81,126,4
81,127,5
83,2,9
83,29,7
83,123,4
83,124,5
84,2,8
84,3,10
84,29,8
84,30,9
84,123,4
85,2,8
85,3,11
85,4,12
85,5,4
85,93,7
85,124,4
85,126,7
85,127,9
86,4,15
86,5,7
86,91,3
86,92,12
86,93,10
86,94,3
86,123,9
86,124,9
86,125,7
86,126,8
86,127,10
87,4,7
87,5,14
87,6,8
87,88,8
87,89,7
87,90,10
87,91,13
87,92,13
87,93,3
87,123,10
87,124,9
88,5,15
88,6,15
88,57,7
88,86,3
88,87,10
88,88,12
88,89,13
88,90,11
88,95,8
88,120,9
88,121,9
89,0,8
89,1,4
89,6,7
89,7,8
89,55,10
89,56,5
89,83,10
89,84,11
89,85,12
89,86,13
89,87,12
89,93,11
89,95,7
89,112,4
89,126,10
89,127,10
90,1,7
90,7,7
90,8,14
90,51,8
90,54,11
90,55,11
90,56,5
90,80,8
90,81,10
90,82,10
90,83,13
90,84,12
90,85,3
90,89,8
90,90,4
90,93,10
90,111,5
90,112,7
90,113,7
90,124,9
90,125,9
90,126,8
90,127,9
91,7,3
91,8,15
91,9,10
91,53,11
91,54,8
91,55,8
91,56,9
91,78,3
91,79,12
91,80,12
91,81,11
91,82,10
91,86,10
91,87,6
91,88,9
91,89,13
91,90,14
91,91,12
91,93,10
91,94,7
91,102,7
91,121,9
91,122,9
91,123,9
91,124,7
91,125,4
91,126,7
91,127,5
92,8,8
92,9,11
92,10,12
92,48,4
92,52,10
92,53,10
92,54,11
92,55,8
92,56,8
92,74,7
92,75,10
92,76,16
92,77,15
92,78,11
92,79,3
92,82,9
92,83,12
92,84,11
92,85,15
92,86,15
92,87,13
92,88,9
92,89,9
92,90,7
92,91,14
92,94,7
92,98,4
92,115,7
92,116,17
92,117,15
92,118,13
92,121,5
92,127,5
93,6,13
93,9,3
93,10,15
93,11,7
93,40,4
93,41,4
93,48,8
93,49,8
93,51,8
93,52,9
93,53,9
93,54,7
93,73,10
93,74,10
93,75,11
93,76,15
93,77,15
93,80,10
93,81,13
93,82,15
93,83,14
93,84,12
93,85,15
93,86,3
93,90,3
93,91,12
93,94,10
93,95,7
93,96,7
93,97,8
93,98,3
93,115,11
93,116,12
93,117,11
93,118,13
93,119,12
94,0,8
94,1,4
94,6,12
