x,y,heigth
8,1,8
9,0,4
9,1,7
44,32,4
45,32,10
45,33,5
47,26,7
47,27,7
50,31,9
51,28,5
51,29,6
51,33,4
51,34,4
52,33,9
52,34,9
53,18,6
53,29,10
53,33,9
53,34,9
54,14,4
54,15,9
54,16,7
54,26,9
54,27,9
54,28,4
54,29,8
54,32,4
54,33,4
54,34,9
55,14,11
55,15,11
55,16,8
55,19,4
55,20,7
55,22,4
55,23,10
55,24,8
55,25,10
55,26,9
55,33,4
55,34,9
56,6,7
56,7,7
56,10,9
56,12,10
56,20,8
56,21,9
56,22,8
56,23,8
56,30,10
56,33,4
56,34,5
56,35,8
56,43,4
57,5,8
57,6,12
57,7,10
57,18,10
57,19,10
57,20,9
57,26,10
57,27,9
57,28,9
57,29,9
57,30,4
57,31,9
57,43,8
57,52,7
57,53,8
57,54,8
57,63,7
58,15,10
58,16,10
58,17,10
58,23,4
58,24,9
58,25,10
58,26,10
58,31,11
58,39,10
58,40,7
58,43,8
58,44,10
58,50,12
58,51,11
58,52,7
58,53,8
58,54,9
58,60,15
58,61,16
58,62,15
58,63,10
59,9,4
59,10,4
59,12,9
59,13,10
59,14,10
59,15,7
59,16,8
59,21,9
59,22,8
59,23,10
59,27,4
59,28,7
59,29,7
59,30,9
59,31,11
59,38,10
59,39,10
59,40,7
59,43,9
59,44,9
59,50,10
59,51,8
59,52,8
59,53,8
59,54,9
59,55,9
59,60,14
59,61,15
59,62,16
59,63,9
60,6,10
60,7,12
60,8,10
60,9,11
60,10,12
60,11,7
60,12,4
60,18,11
60,19,9
60,20,9
60,21,9
60,22,8
60,25,4
60,26,4
60,27,7
60,28,5
60,29,10
60,38,10
60,39,7
60,40,7
60,43,10
60,44,12
60,51,8
60,52,8
60,53,8
60,54,9
60,55,9
60,60,13
60,61,11
60,62,18
60,63,15
60,82,10
60,83,9
61,5,4
61,13,10
61,14,10
61,15,9
61,16,10
61,17,8
61,18,8
61,23,9
61,24,8
61,25,9
61,31,7
61,32,7
61,42,7
61,43,9
61,44,9
61,46,9
61,47,8
61,50,9
61,51,9
61,52,12
61,53,11
61,54,10
61,59,14
61,60,15
61,61,15
61,62,14
61,82,9
62,9,11
62,10,10
62,11,11
62,12,11
62,13,12
62,14,12
62,15,8
62,16,8
62,17,4
62,18,4
62,19,4
62,21,9
62,30,4
62,31,10
62,32,11
62,42,5
62,43,9
62,44,9
62,46,7
62,47,8
62,50,9
62,51,9
62,52,10
62,53,11
62,54,12
62,59,8
62,60,16
62,61,14
62,62,19
62,63,11
62,86,7
63,6,12
63,7,12
63,8,9
63,9,10
63,10,5
63,11,5
63,12,4
63,13,5
63,14,7
63,15,7
63,16,7
63,18,8
63,19,10
63,20,10
63,30,5
63,31,11
63,32,12
63,42,5
63,43,10
63,44,9
63,46,7
63,47,8
63,48,9
63,50,10
63,51,9
63,52,10
63,53,11
63,54,11
63,55,11
63,60,16
63,61,14
63,62,18
63,63,8
63,79,9
63,80,8
63,81,7
63,84,8
63,85,9
63,86,7
64,6,8
64,7,8
64,11,4
64,12,5
64,14,10
64,15,8
64,16,9
64,30,4
64,31,11
64,32,12
64,43,4
64,46,7
64,47,8
64,48,9
64,50,11
64,51,11
64,52,11
64,53,11
64,54,11
64,55,10
64,60,7
64,61,8
64,62,10
64,63,9
64,74,7
64,75,4
64,79,9
64,80,7
64,81,8
64,82,8
64,83,8
64,84,8
64,85,9
65,6,7
65,7,8
65,8,9
65,9,9
65,10,10
65,11,9
65,12,9
65,21,9
65,22,10
65,23,9
65,30,9
65,50,13
65,51,12
65,52,10
65,53,10
65,54,11
65,55,10
65,60,7
65,61,15
65,62,15
65,63,20
65,70,9
65,71,10
65,72,10
65,73,8
65,74,10
65,75,10
65,79,8
65,80,9
65,81,7
65,82,7
66,7,7
66,8,8
66,17,9
66,18,9
66,19,10
66,20,10
66,21,8
66,22,9
66,23,7
66,24,4
66,28,9
66,29,7
66,38,10
66,39,9
66,40,9
66,51,12
66,52,12
66,53,10
66,54,12
66,55,11
66,61,16
66,62,15
66,63,10
66,64,10
66,69,12
66,70,11
66,71,13
66,72,10
66,73,8
66,74,11
66,75,11
66,86,9
66,87,12
66,88,11
66,89,16
67,12,7
67,13,8
67,14,12
67,15,11
67,16,9
67,17,10
67,18,4
67,27,5
67,28,6
67,38,8
67,51,12
67,52,11
67,53,11
67,54,12
67,55,11
67,60,12
67,61,16
67,62,12
67,63,20
67,64,18
67,65,10
67,66,10
67,69,11
67,70,13
67,71,15
67,72,12
67,86,8
67,87,12
67,88,12
67,89,15
68,3,10
68,4,4
68,7,7
68,8,9
68,9,11
68,10,5
68,11,13
68,12,10
68,13,9
68,14,5
68,15,8
68,16,8
68,18,4
68,23,7
68,24,7
68,47,12
68,48,10
68,51,11
68,52,12
68,53,10
68,54,12
68,55,11
68,60,12
68,61,16
68,62,11
68,63,19
68,64,18
68,65,12
68,66,12
68,78,8
68,79,4
68,80,7
68,81,9
68,82,9
68,83,9
68,86,8
68,87,9
68,88,9
68,89,9
69,2,7
69,3,10
69,4,11
69,7,11
69,8,10
69,9,12
69,10,4
69,15,4
69,16,4
69,18,7
69,19,7
69,20,11
69,21,11
69,22,4
69,23,8
69,24,9
69,25,4
69,29,10
69,30,7
69,32,7
69,36,4
69,37,10
69,38,12
69,39,11
69,40,9
69,41,9
69,42,7
69,47,12
69,48,10
69,51,10
69,52,12
69,53,11
69,54,11
69,55,11
69,56,11
69,60,11
69,61,19
69,62,13
69,63,19
69,64,18
69,65,12
69,66,9
69,74,8
69,75,8
69,76,9
69,77,10
69,78,11
69,79,8
69,80,11
69,81,11
69,82,11
69,83,10
69,84,13
69,85,15
69,86,15
69,87,11
69,88,9
69,89,15
69,90,14
70,2,10
70,3,10
70,4,5
70,7,4
70,8,4
70,11,4
70,12,4
70,13,4
70,14,7
70,15,7
70,19,5
70,20,7
70,21,4
70,29,12
70,30,9
70,31,9
70,32,7
70,37,12
70,38,10
70,39,12
70,40,10
70,47,8
70,48,11
70,51,12
70,52,11
70,53,10
70,54,10
70,55,11
70,56,11
70,60,19
70,61,15
70,62,19
70,63,17
70,64,16
70,65,8
70,70,12
70,71,11
70,72,11
70,73,12
70,74,11
70,75,11
70,76,12
70,77,11
70,78,13
70,79,12
70,80,11
70,81,15
70,82,18
70,83,18
70,84,19
70,85,17
70,86,12
70,87,9
70,88,10
70,89,13
70,90,14
71,2,8
71,3,8
71,4,8
71,7,4
71,8,4
71,9,4
71,10,8
71,11,11
71,12,8
71,13,10
71,14,8
71,15,8
71,18,4
71,30,8
71,31,9
71,32,9
71,43,4
71,47,5
71,60,4
71,61,16
71,62,19
71,63,11
71,67,11
71,68,11
71,69,14
71,70,12
72,3,5
72,4,4
72,7,7
72,8,10
72,9,4
72,10,9
72,11,9
72,12,4
72,21,4
72,22,4
72,24,5
72,25,7
72,29,7
72,30,8
72,31,7
72,32,9
72,43,10
72,44,11
73,18,9
73,19,11
73,21,9
73,22,16
