x,y,heigth
102,37,9
102,43,8
102,44,8
102,47,12
102,48,10
102,49,4
102,54,12
102,55,11
102,57,7
102,58,8
102,59,10
102,60,13
102,61,14
102,62,7
102,63,10
102,64,10
102,65,10
102,68,10
102,69,12
102,70,9
102,82,9
102,83,9
102,86,7
102,87,7
102,88,9
103,19,7
103,20,9
103,21,7
103,31,6
103,36,9
103,37,9
103,43,4
103,44,4
103,47,11
103,48,9
103,49,7
103,58,7
103,59,9
103,60,11
103,61,12
103,62,4
103,63,4
103,68,9
103,69,12
103,81,8
103,82,9
103,85,10
103,86,8
103,88,5
104,19,7
104,20,12
104,21,10
104,36,5
104,37,9
104,38,8
104,44,7
104,45,8
104,47,10
104,48,9
104,49,8
104,55,11
104,56,12
104,58,5
104,59,10
104,60,11
104,61,11
104,67,4
104,81,9
104,82,10
104,85,9
104,86,8
104,88,7
104,89,10
105,20,11
105,21,11
105,22,7
105,36,4
105,37,9
105,38,9
105,44,9
105,45,10
105,48,9
105,49,10
105,50,5
105,55,12
105,56,12
105,59,4
105,60,8
105,61,11
105,62,12
105,67,5
105,68,11
105,69,9
105,80,4
105,81,8
105,82,9
105,84,10
105,85,9
105,86,4
105,89,10
106,20,11
106,21,11
106,22,11
106,29,4
106,37,9
106,38,8
106,44,8
106,45,9
106,48,10
106,49,10
106,50,7
106,59,4
106,60,10
106,61,13
106,62,13
106,63,12
106,64,4
106,66,8
106,67,12
106,68,12
106,69,8
106,84,10
106,85,9
106,89,9
107,20,11
107,21,11
107,22,10
107,28,11
107,29,12
107,32,8
107,33,5
107,37,9
107,38,10
107,39,8
107,45,4
107,49,12
107,50,10
107,57,13
107,60,9
107,61,9
107,62,13
107,63,13
107,64,11
107,65,7
107,66,9
107,67,9
107,68,11
107,69,7
107,80,9
107,81,4
107,89,9
108,20,10
108,21,5
108,22,7
108,27,10
108,28,8
108,29,5
108,32,5
108,44,4
108,49,13
108,50,12
108,57,12
108,61,9
108,62,11
108,63,12
108,64,11
108,66,4
108,68,4
108,80,11
108,81,9
108,83,9
108,84,8
108,88,5
108,89,9
108,90,9
109,21,7
109,22,8
109,49,13
109,56,12
109,57,13
109,79,9
109,80,10
109,82,10
109,83,10
109,87,5
109,88,9
109,89,10
110,21,8
110,22,8
110,23,7
110,45,7
110,46,12
110,49,12
110,50,12
110,52,4
110,53,4
110,54,5
110,79,10
110,82,9
110,83,8
110,88,7
110,89,10
111,21,7
111,22,7
111,23,8
111,45,8
111,46,11
111,50,13
111,51,8
111,52,7
111,53,4
111,54,5
111,62,7
111,79,8
111,82,4
111,85,4
111,88,4
111,89,9
111,90,8
112,20,8
112,21,12
112,22,11
112,23,8
112,45,5
112,46,12
112,47,11
112,50,15
112,51,11
112,52,5
112,62,8
112,79,4
112,82,4
112,83,4
112,84,9
112,85,11
112,88,4
112,89,9
112,90,9
113,19,8
113,45,4
113,46,12
113,47,12
113,48,5
113,50,11
113,51,8
113,58,8
113,59,8
113,67,8
113,68,9
113,78,4
113,79,8
113,82,4
113,89,7
113,90,9
114,28,7
114,29,5
114,30,5
114,31,4
114,46,10
114,47,10
114,48,5
114,55,10
114,58,5
114,59,8
114,63,9
114,78,10
114,79,9
114,89,4
114,90,8
115,28,11
115,29,12
115,30,10
115,31,7
115,46,7
115,47,7
115,52,12
115,53,9
115,56,7
115,63,8
115,69,9
115,78,10
115,79,10
115,82,5
115,83,8
115,84,8
115,85,10
115,86,10
116,24,4
116,25,4
116,26,7
116,28,12
116,29,12
116,30,10
116,31,7
116,52,14
116,53,9
116,54,7
116,59,4
116,68,10
116,78,10
116,79,9
116,83,4
116,84,4
117,24,4
117,25,10
117,26,8
117,29,9
117,30,12
117,31,10
117,48,4
117,49,8
117,53,14
117,54,13
117,55,9
117,60,7
117,87,4
117,90,9
117,91,8
118,25,9
118,26,9
118,29,10
118,30,11
118,31,11
118,39,4
118,49,8
118,53,11
118,54,14
118,55,10
118,60,8
118,68,8
118,69,9
118,72,4
118,84,5
118,85,9
118,86,8
118,90,5
118,91,9
119,25,11
119,26,9
119,29,9
119,30,9
119,31,8
119,35,5
119,36,10
119,37,12
119,39,9
119,54,13
119,55,12
119,56,4
119,68,5
119,72,10
119,73,8
119,91,9
119,92,8
120,25,7
120,29,7
120,30,7
120,31,9
120,32,5
120,34,7
120,35,10
120,36,9
120,37,9
120,40,8
120,41,7
120,50,8
120,51,11
120,54,11
120,55,12
120,56,7
120,61,8
120,62,8
120,69,8
120,70,8
120,71,9
120,72,9
120,73,10
120,91,9
120,92,9
121,30,9
121,31,9
121,32,7
121,33,5
121,34,7
121,41,8
121,42,4
121,50,11
121,51,11
121,52,8
121,55,12
121,56,11
121,61,9
121,62,8
121,65,5
121,68,9
121,69,8
121,87,7
121,88,9
121,91,9
121,92,9
121,95,5
121,96,4
122,25,9
122,26,9
122,32,5
122,50,8
122,51,11
122,52,8
122,55,11
122,56,7
122,57,4
122,65,7
122,66,4
122,73,7
122,74,4
122,82,4
122,85,9
122,86,8
122,87,8
122,88,4
122,91,10
122,92,8
122,93,4
122,95,10
122,96,12
122,97,7
123,25,11
123,26,12
123,27,10
123,31,5
123,34,10
123,35,12
123,36,11
123,38,8
123,39,7
123,42,7
123,43,8
123,51,9
123,52,11
123,53,8
123,56,8
123,57,8
123,58,7
123,61,8
123,62,9
123,66,5
123,71,8
123,74,10
123,82,9
123,83,4
123,87,8
123,88,8
123,91,8
123,92,9
123,93,8
123,96,11
123,97,10
124,25,11
124,26,12
124,27,11
124,30,10
124,31,8
124,32,7
124,33,7
124,34,11
124,35,11
124,36,10
124,38,8
124,39,8
124,42,8
124,43,7
124,52,11
124,53,9
124,56,10
124,57,13
124,58,7
124,61,7
124,69,10
124,70,9
124,71,9
124,72,7
124,74,8
124,75,8
124,82,4
124,83,8
124,87,9
124,88,10
124,91,4
124,92,8
124,93,7
124,96,10
124,97,10
125,25,7
125,26,8
125,27,7
125,31,9
125,32,7
125,33,10
125,34,12
125,35,11
125,36,8
125,38,4
125,43,8
125,57,10
125,58,8
125,69,9
125,70,10
125,71,8
125,72,8
125,74,7
125,75,9
125,83,7
125,87,8
125,88,8
125,89,4
125,91,5
125,92,4
125,93,9
125,96,10
125,97,11
126,23,9
126,24,10
126,25,7
126,26,7
126,31,7
126,43,4
126,44,9
126,57,10
126,58,9
126,67,9
126,68,10
126,69,5
126,70,5
126,72,9
126,73,9
126,75,8
126,85,4
126,88,9
126,89,9
126,96,5
126,97,9
126,98,5
127,31,10
127,39,4
127,40,7
127,44,8
127,52,11
127,53,9
127,54,10
127,55,12
127,57,8
127,58,9
127,70,8
127,72,8
127,73,10
127,75,7
127,76,8
127,85,9
127,88,10
127,89,10
127,93,7
127,97,14
127,98,11
