x,y,height
94,66,4
95,66,4
95,67,4
96,66,4
96,67,4
101,126,8
101,127,8
102,121,4
102,124,9
102,125,9
102,126,7
102,127,7
103,120,4
103,121,7
103,122,7
103,123,8
103,124,8
103,125,7
103,126,7
103,127,5
104,118,5
104,119,7
104,120,8
104,121,10
104,122,5
104,123,7
104,124,7
104,125,5
105,119,8
105,120,10
105,121,10
105,122,9
105,123,4
106,119,4
106,120,10
106,121,8
106,122,8
107,120,7
111,109,12
111,110,7
112,109,11
112,110,11
112,113,8
113,109,13
113,110,10
113,113,11
113,114,9
113,115,9
114,109,10
114,113,9
114,114,12
114,115,11
115,109,14
115,113,12
115,114,13
115,115,12
116,108,7
116,109,14
116,113,15
116,114,15
116,115,17
116,116,17
116,117,7
117,108,15
117,109,15
117,112,12
117,113,14
117,114,15
117,115,19
117,116,20
117,117,9
117,120,7
118,108,9
118,109,13
118,113,8
118,114,12
118,115,19
118,116,17
118,117,4
118,119,4
118,120,10
118,121,10
118,123,10
118,124,11
118,125,9
118,126,7
119,108,11
119,109,9
119,114,4
119,115,7
119,119,4
119,120,10
119,121,10
119,122,7
119,123,11
119,124,11
119,125,10
119,126,9
120,108,11
120,112,8
120,113,7
120,120,4
120,121,9
120,122,10
120,123,11
120,124,11
120,125,10
120,126,9
121,108,10
121,112,7
121,113,8
121,114,9
121,121,10
121,122,11
121,123,11
121,124,11
121,125,10
121,126,9
121,127,5
122,108,11
122,112,7
122,113,7
122,114,9
122,115,7
122,121,7
122,122,11
122,123,11
122,124,10
122,125,9
122,126,5
123,108,11
123,111,10
123,112,11
123,113,7
123,114,8
123,117,4
123,118,8
123,119,7
123,122,9
123,123,10
123,124,10
123,125,7
124,107,10
124,111,8
124,112,8
124,113,5
124,114,8
124,115,7
124,116,9
124,117,7
124,124,8
125,42,5
125,43,4
125,44,8
125,45,5
125,50,9
125,107,12
125,108,11
125,113,5
125,114,4
125,115,8
125,116,9
125,117,7
126,42,6
126,43,8
126,44,8
126,45,4
126,49,8
126,50,7
126,107,11
126,108,10
126,111,5
126,113,10
126,114,8
126,115,9
126,116,7
127,42,6
127,43,9
127,44,8
127,45,6
127,106,4
127,107,7
127,111,12
127,123,9
127,124,4
