x,y,heigth
4,1,5
5,1,5
5,2,5
9,11,4
10,11,4
13,12,4
13,13,4
13,14,5
14,11,4
14,12,4
14,13,5
14,14,5
14,27,4
15,27,4
18,86,8
19,86,21
19,87,21
20,85,17
20,86,21
20,87,23
21,19,7
21,27,8
21,28,7
21,31,4
21,85,20
21,86,20
21,87,20
21,88,11
22,19,9
22,20,4
22,21,4
22,22,5
22,23,8
22,24,8
22,25,9
22,26,10
22,27,11
22,28,7
22,29,11
22,30,4
22,31,4
22,85,20
22,86,19
22,87,20
22,88,18
23,19,9
23,20,10
23,21,9
23,22,10
23,23,10
23,24,9
23,25,9
23,26,10
23,27,11
23,28,7
23,29,11
23,30,4
23,85,21
23,86,19
23,87,19
24,19,10
24,20,9
24,21,9
24,22,8
24,23,9
24,24,9
24,25,8
24,26,10
24,27,9
24,28,7
24,29,11
24,30,4
24,85,21
24,86,19
24,87,20
25,19,9
25,20,9
25,21,7
25,22,4
25,23,5
25,24,5
25,25,5
25,26,5
25,27,5
25,28,4
25,29,11
25,30,4
25,85,20
25,86,19
26,19,8
26,20,9
26,28,4
26,29,11
26,30,4
26,85,20
26,86,21
27,19,10
27,20,10
27,21,12
27,28,4
27,29,11
27,30,5
27,85,19
27,86,21
28,19,9
28,20,10
28,21,10
28,28,8
28,29,11
28,30,5
28,85,19
28,86,21
28,93,7
29,19,7
29,20,8
29,21,8
29,22,4
29,23,5
29,24,4
29,25,7
29,26,9
29,27,8
29,85,20
29,86,20
29,87,7
29,93,22
30,18,7
30,19,7
30,20,10
30,21,10
30,22,8
30,23,10
30,24,8
30,25,10
30,26,8
30,27,10
30,85,21
30,86,20
30,87,8
30,88,7
30,92,20
30,93,19
31,18,7
31,19,8
31,20,9
31,21,10
31,22,9
31,23,9
31,24,8
31,25,8
31,26,8
31,27,9
31,84,21
31,85,20
31,86,20
31,87,7
31,88,7
31,89,7
31,90,6
31,91,21
31,92,20
31,93,20
32,19,5
32,20,4
32,21,5
32,22,5
32,23,5
32,24,5
32,25,4
32,26,7
32,27,7
32,84,20
32,85,21
32,86,20
32,87,8
32,88,7
32,89,8
32,90,7
32,91,20
32,92,20
33,84,21
33,85,20
33,86,13
33,87,12
33,88,8
33,89,7
33,90,21
33,91,21
34,84,20
34,85,19
34,86,14
34,87,13
34,88,19
34,89,19
34,90,21
34,91,21
35,84,20
35,85,20
35,86,13
35,87,21
35,88,19
35,89,21
35,90,20
36,83,15
36,84,21
36,85,19
36,86,17
36,87,21
36,88,20
36,89,21
36,96,23
36,97,22
36,98,21
37,83,10
37,84,20
37,85,21
37,86,20
37,87,19
37,88,21
37,89,20
37,94,21
37,95,19
37,96,20
37,97,19
37,98,20
37,99,22
38,86,20
38,87,21
38,88,20
38,89,20
38,90,21
38,91,18
38,92,20
38,93,21
38,94,19
38,95,20
38,96,21
38,97,21
38,98,20
39,83,47
39,84,46
39,87,18
39,88,19
39,89,19
39,90,19
39,91,20
39,92,20
39,93,21
39,94,18
40,83,45
40,84,46
40,88,21
40,89,20
40,90,21
40,91,19
41,83,47
41,84,46
41,85,45
41,88,20
41,89,20
41,90,7
41,91,8
41,92,6
41,93,7
42,84,45
42,85,5
42,88,20
42,89,20
42,90,6
42,91,7
42,92,7
42,93,20
42,94,20
43,88,19
43,89,20
43,90,19
43,91,20
43,92,20
43,93,22
43,94,20
43,95,20
43,96,20
43,97,20
43,98,20
43,99,19
43,104,18
43,105,13
44,87,15
44,88,20
44,89,19
44,90,13
44,91,13
44,92,14
44,93,23
44,94,20
44,95,20
44,96,19
44,97,19
44,98,20
44,99,19
44,103,18
44,104,18
44,105,11
44,106,7
45,86,9
45,87,13
45,88,20
45,89,8
45,90,6
45,91,7
45,97,17
45,98,19
45,99,18
45,102,20
45,103,15
45,104,12
45,105,10
45,106,7
46,88,14
46,89,16
46,90,8
46,91,8
46,101,20
46,102,18
46,103,13
47,88,11
47,89,12
47,90,16
47,91,16
47,100,18
47,101,18
47,102,13
48,89,11
48,90,13
48,91,16
48,92,16
48,100,13
48,101,11
48,102,10
49,89,13
49,90,14
49,91,16
49,92,16
49,93,14
49,98,11
49,99,10
49,100,8
50,79,12
50,90,12
50,91,19
50,92,19
50,93,14
50,112,4
51,91,4
51,92,19
51,111,10
51,112,14
51,113,15
52,41,4
52,42,7
52,43,8
52,106,12
52,107,12
52,108,11
52,109,10
52,110,12
52,111,16
52,112,15
52,113,16
52,114,15
53,42,5
53,43,8
53,106,13
53,107,12
53,108,13
53,109,12
53,110,12
53,111,13
53,112,16
53,113,15
53,114,15
53,115,15
54,106,12
54,107,12
54,108,12
54,109,12
54,110,12
54,111,11
54,112,11
54,113,15
54,114,16
54,115,14
54,116,15
54,124,4
54,125,8
54,126,12
54,127,11
55,100,4
55,101,4
55,103,5
55,104,11
55,105,12
55,106,10
55,107,11
55,108,12
55,109,12
55,110,12
55,111,11
55,112,11
55,113,12
55,114,15
55,115,16
55,116,16
55,117,15
55,125,7
55,126,11
55,127,11
56,99,5
56,100,8
56,101,9
56,102,7
56,103,8
56,104,10
56,105,12
56,106,12
56,107,10
56,108,11
56,109,12
56,110,11
56,111,11
56,112,11
56,113,11
56,114,11
56,115,15
56,116,15
56,117,12
57,98,7
57,99,8
57,100,8
57,101,5
57,102,5
57,103,7
57,104,9
57,105,10
57,106,11
57,107,12
57,108,12
57,109,10
57,110,10
57,111,10
57,112,10
57,113,10
57,114,11
57,115,11
57,116,10
58,99,8
58,100,8
58,101,5
58,102,5
58,103,7
58,104,8
58,105,10
58,106,10
58,107,11
58,108,11
58,109,12
58,110,12
58,111,12
58,112,10
58,113,11
58,114,12
58,115,13
58,116,13
59,100,7
59,101,7
59,102,5
59,103,7
59,104,7
59,105,9
59,106,10
59,107,10
59,108,11
59,109,11
59,110,12
59,111,12
59,112,10
59,113,11
59,114,13
59,115,13
60,101,8
60,102,8
60,103,7
60,104,5
60,105,7
60,106,7
60,107,9
60,108,10
60,109,10
60,110,12
60,111,12
60,112,11
60,113,11
60,114,13
60,115,13
61,87,8
61,103,8
61,104,8
61,105,7
61,106,7
61,107,7
61,108,9
61,109,10
61,110,11
61,111,10
61,112,11
61,113,12
61,114,13
61,126,12
61,127,11
62,86,18
62,87,17
62,88,16
62,89,15
62,90,15
62,91,15
62,92,13
62,93,12
62,94,11
62,104,8
62,105,4
62,106,5
62,107,8
62,108,8
62,112,11
62,113,10
62,114,4
62,125,20
62,126,20
62,127,20
63,85,4
63,86,19
63,87,19
63,88,20
63,89,16
63,90,15
63,91,16
63,92,14
63,93,14
63,94,9
63,106,5
63,107,8
63,113,7
63,123,20
63,124,19
63,125,16
63,126,8
63,127,20
64,85,15
64,86,16
64,87,16
64,88,19
64,89,19
64,90,17
64,107,5
64,122,20
64,123,21
65,88,16
65,89,14
65,90,15
65,91,15
65,92,8
65,121,19
65,122,20
66,86,7
66,87,7
66,90,8
66,92,4
66,121,19
66,122,19
66,126,10
67,86,7
67,87,7
67,88,11
67,89,12
67,102,14
67,103,13
67,104,14
67,121,20
67,122,21
67,125,13
67,126,13
67,127,11
68,88,8
68,89,7
68,90,7
68,91,7
68,94,7
68,102,14
68,103,15
68,104,16
68,121,20
68,122,14
68,125,13
68,126,16
68,127,17
69,90,8
69,94,4
69,101,15
69,102,17
69,103,16
