x,y,heigth
89,8,22
89,9,20
89,16,7
89,17,20
89,18,17
89,22,7
89,23,22
89,31,20
89,32,20
89,33,13
89,34,10
89,40,9
89,41,8
89,42,4
89,43,9
89,44,7
89,53,7
89,64,11
89,65,9
89,68,8
89,69,8
89,70,9
89,71,9
90,7,24
90,8,21
90,9,21
90,10,22
90,16,5
90,17,18
90,18,18
90,19,13
90,26,21
90,27,11
90,31,13
90,32,13
90,33,10
90,34,12
90,35,7
90,40,9
90,41,5
90,42,4
90,43,11
90,44,4
90,46,4
90,47,9
90,48,5
90,49,4
90,50,4
90,51,7
90,53,9
90,60,4
90,61,4
90,68,8
90,69,9
90,70,8
90,71,7
91,6,21
91,7,23
91,8,22
91,9,13
91,10,13
91,11,8
91,17,7
91,18,11
91,19,14
91,20,14
91,25,24
91,26,24
91,27,21
91,31,8
91,32,11
91,33,8
91,34,12
91,42,4
91,43,11
91,46,4
91,47,12
91,48,8
91,49,8
91,50,7
91,53,9
91,61,8
91,62,8
92,3,22
92,4,22
92,5,20
92,6,21
92,7,22
92,18,7
92,19,15
92,20,17
92,25,25
92,26,24
92,27,23
92,28,21
92,42,7
92,43,11
92,56,8
92,57,7
92,58,8
93,3,26
93,4,24
93,5,21
93,6,20
93,12,21
93,13,20
93,14,11
93,19,19
93,26,24
93,27,23
93,28,23
93,29,21
93,43,9
93,52,7
93,53,8
93,61,12
93,62,6
93,65,5
93,66,17
93,67,18
93,68,18
93,69,19
94,4,24
94,5,24
94,6,22
94,7,13
94,11,20
94,12,22
94,13,22
94,14,12
94,21,7
94,22,22
94,23,21
94,26,9
94,27,22
94,28,25
94,29,22
94,43,8
94,49,8
94,52,8
94,61,11
94,65,19
94,66,18
94,67,17
94,68,19
94,69,19
95,0,7
95,5,23
95,6,22
95,7,7
95,11,21
95,12,20
95,13,19
95,14,15
95,15,13
95,21,19
95,22,22
95,23,21
95,24,20
95,49,9
95,60,4
95,61,12
96,0,11
96,1,8
96,8,16
96,9,25
96,10,25
96,11,22
96,12,19
96,13,20
96,14,18
96,15,17
96,16,14
96,22,21
96,23,22
96,24,20
96,48,5
96,49,8
96,56,5
96,60,5
96,61,12
96,62,8
97,0,9
97,1,8
97,2,8
97,6,5
97,7,20
97,8,21
97,9,19
97,10,20
97,11,20
97,12,20
97,13,20
97,14,19
97,23,20
97,24,22
97,25,21
97,42,12
97,48,10
97,49,8
97,52,7
97,53,7
97,56,7
97,57,7
97,58,6
97,60,7
97,61,12
97,62,9
97,67,10
97,68,18
97,69,19
97,70,19
97,71,5
98,1,11
98,2,11
98,6,7
98,7,23
98,8,23
98,9,17
98,10,19
98,11,21
98,12,20
98,13,20
98,18,21
98,24,21
98,25,20
98,33,23
98,34,24
98,41,15
98,42,14
98,43,13
98,47,4
98,48,10
98,49,8
98,67,10
98,68,17
98,69,18
98,70,19
98,71,18
99,1,10
99,2,12
99,3,10
99,7,22
99,8,22
99,9,22
99,10,25
99,11,22
99,12,20
99,17,19
99,18,19
99,19,20
99,32,20
99,33,21
99,34,20
99,40,12
99,41,14
99,42,15
99,43,14
99,44,10
99,49,7
99,57,4
99,58,5
99,59,7
99,61,4
99,63,4
99,70,7
100,2,8
100,3,8
100,4,8
100,7,21
100,8,25
100,9,25
100,10,23
100,11,22
100,16,20
100,17,21
100,18,20
100,19,19
100,20,18
100,30,20
100,31,20
100,32,20
100,33,19
100,34,19
100,35,22
100,38,14
100,39,14
100,40,14
100,41,14
100,42,16
100,43,14
100,44,14
100,45,10
100,53,9
100,57,7
100,58,7
100,60,9
100,61,9
100,62,9
100,63,8
100,64,11
100,66,4
100,67,4
101,3,8
101,4,8
101,5,8
101,8,26
101,9,25
101,10,23
101,14,21
101,15,19
101,16,20
101,17,19
101,18,19
101,19,21
101,20,20
101,21,10
101,29,19
101,30,20
101,31,19
101,32,20
101,33,20
101,34,19
101,35,23
101,36,20
101,37,12
101,38,14
101,39,14
101,40,14
101,41,13
101,42,15
101,43,15
101,44,15
101,45,10
101,52,7
101,53,7
101,63,7
101,64,11
101,66,8
101,67,11
101,70,9
101,71,10
101,72,7
102,3,8
102,4,8
102,5,4
102,9,9
102,13,24
102,14,20
102,15,20
102,16,19
102,17,12
102,18,16
102,19,19
102,20,22
102,21,7
102,28,21
102,29,19
102,30,19
102,31,20
102,32,20
102,33,19
102,34,20
102,35,23
102,36,16
102,37,11
102,38,7
102,39,15
102,40,16
102,41,14
102,42,15
102,43,14
102,52,8
102,53,9
102,63,7
102,64,11
102,66,8
102,67,10
102,68,10
102,70,12
102,71,12
102,72,8
103,4,5
103,5,5
103,6,8
103,12,23
103,13,21
103,14,21
103,15,18
103,16,16
103,27,20
103,28,21
103,29,21
103,30,20
103,31,20
103,32,20
103,33,22
103,34,20
103,35,16
103,36,9
103,37,8
103,38,9
103,39,12
103,40,16
103,41,15
103,42,13
103,52,8
103,53,8
103,56,8
103,57,8
103,58,8
103,59,8
103,60,7
103,61,7
103,63,7
103,66,10
103,67,10
103,68,10
103,70,10
103,71,10
104,6,8
104,11,23
104,12,23
104,13,23
104,14,20
104,15,18
104,26,21
104,27,21
104,28,21
104,29,21
104,30,19
104,31,21
104,32,25
104,33,17
104,34,20
104,35,8
104,36,9
104,37,8
104,38,9
104,39,9
104,40,12
104,52,7
104,62,5
104,63,7
104,66,11
104,67,10
104,68,9
104,70,11
104,71,11
105,6,8
105,7,8
105,11,22
105,12,23
105,13,21
105,14,20
105,15,23
105,25,19
105,26,20
105,27,19
105,28,19
105,29,20
105,30,20
105,31,23
105,32,22
105,33,21
105,34,20
105,35,20
105,36,9
105,37,8
105,38,9
105,39,8
105,40,8
105,53,4
105,66,11
105,67,11
105,68,8
105,70,11
105,71,10
106,6,4
106,7,7
106,8,9
106,12,21
106,13,20
106,14,21
106,15,22
106,24,20
106,25,20
106,26,20
106,27,19
106,28,20
106,29,20
106,30,24
106,31,24
106,32,22
106,33,24
106,34,16
106,35,21
106,36,19
106,37,7
106,38,8
106,39,9
106,47,10
106,55,8
106,56,10
106,57,7
106,58,9
106,59,7
106,70,9
106,71,12
107,6,4
107,7,4
107,8,9
107,13,5
107,14,17
107,15,16
107,22,21
107,23,20
107,24,20
107,25,20
107,26,21
107,27,21
107,28,25
107,29,21
107,30,24
107,31,23
107,32,24
107,33,24
107,34,14
107,35,18
107,36,21
107,37,20
107,38,11
107,39,10
107,46,9
107,47,11
107,48,12
107,55,7
107,56,11
107,57,8
107,58,7
107,59,4
108,7,4
108,8,7
108,20,22
108,21,20
108,22,19
108,23,20
108,24,19
108,25,19
108,26,20
108,27,19
108,28,21
108,29,21
108,30,20
108,31,23
108,32,23
108,33,8
108,34,7
108,35,18
108,36,20
108,37,21
108,38,10
108,45,9
108,46,11
108,47,12
108,48,11
108,56,7
109,19,22
109,20,20
109,21,20
109,22,19
109,23,21
109,24,19
109,25,19
109,26,8
109,27,9
109,28,8
109,29,20
109,30,21
109,31,16
109,32,8
109,33,9
109,34,8
109,35,7
109,36,20
109,37,21
109,44,10
109,45,11
109,46,12
109,47,12
109,48,9
109,49,8
109,50,9
109,62,16
109,63,11
109,64,12
109,65,11
109,66,16
109,67,17
109,68,16
110,19,19
110,20,20
110,21,19
110,22,21
110,23,21
110,24,20
110,25,19
110,26,8
110,27,8
110,28,8
110,29,7
110,30,20
110,31,19
110,32,14
110,33,8
110,34,9
110,35,9
110,36,4
110,42,9
110,43,11
110,44,11
110,45,12
110,46,12
110,47,9
110,48,8
110,49,8
110,50,8
110,51,7
110,61,14
110,62,15
110,63,12
110,67,17
110,68,16
111,18,20
111,19,20
111,20,20
111,21,19
111,22,20
111,23,20
111,24,19
111,25,19
111,26,20
111,27,9
111,28,8
111,29,7
111,30,8
111,31,19
111,32,20
111,41,9
111,42,10
111,43,10
111,44,11
111,45,8
111,46,7
111,47,10
111,48,8
111,49,8
111,50,8
111,51,8
111,52,7
111,61,15
111,62,15
111,63,11
111,67,16
111,68,16
112,1,24
112,17,21
112,18,19
112,19,19
112,20,21
112,21,20
112,22,21
112,23,19
112,24,16
112,25,19
112,26,21
112,27,21
112,28,8
112,29,8
112,30,8
112,31,18
112,32,20
112,41,8
112,42,9
112,43,10
112,44,10
112,45,7
112,46,7
112,47,7
112,48,8
112,49,8
112,50,9
112,51,8
112,52,10
112,53,8
112,61,15
112,62,15
112,63,12
112,67,16
112,68,17
113,0,24
113,1,27
113,2,28
113,16,20
113,17,21
113,18,19
113,19,20
113,20,19
113,21,21
113,22,21
113,23,7
113,24,7
113,25,20
113,26,21
113,27,21
113,28,20
113,29,8
113,30,8
113,38,7
113,39,5
113,41,7
113,42,8
113,43,9
113,44,10
113,45,8
113,46,9
113,47,8
113,48,7
113,49,8
113,50,7
113,51,8
113,52,8
113,53,11
113,54,8
113,61,15
113,62,15
113,63,12
113,67,17
113,68,16
114,0,28
114,1,28
114,2,27
114,3,27
114,16,19
114,17,20
114,18,20
114,19,20
114,20,20
114,21,19
114,22,22
114,23,8
114,24,9
114,25,9
114,26,8
114,27,21
114,28,20
114,29,10
114,37,9
114,38,8
114,39,5
114,42,7
114,44,9
114,45,8
114,46,8
114,47,8
114,48,8
114,49,8
114,50,8
114,51,8
114,52,9
114,53,9
114,54,9
114,61,7
114,62,15
114,63,16
114,64,12
114,66,17
114,67,18
114,68,14
115,0,29
115,1,26
115,2,27
115,3,26
115,4,27
115,16,28
115,17,19
115,18,21
115,19,19
115,20,21
115,21,21
115,22,19
115,23,8
115,24,7
115,25,9
115,26,7
115,27,8
115,28,20
115,36,8
115,37,8
115,38,7
115,45,10
115,46,8
115,47,7
115,48,8
115,49,8
115,50,9
115,51,7
115,52,9
115,53,7
115,54,7
115,63,8
115,64,12
115,65,10
115,66,16
115,67,18
116,0,25
116,3,27
116,4,28
116,17,20
116,18,20
116,19,20
116,20,7
116,21,21
116,22,20
116,23,20
116,24,15
116,25,8
116,26,9
116,27,8
116,37,5
116,41,12
116,42,13
116,43,11
116,44,11
116,45,11
116,46,10
116,47,8
116,48,7
116,49,7
116,50,7
116,51,9
116,52,7
116,53,9
116,54,7
116,55,8
116,56,8
117,0,20
117,2,28
117,3,29
117,4,28
117,17,24
117,18,27
117,19,8
117,20,7
117,21,8
117,22,22
117,23,21
117,24,19
117,25,15
117,26,9
117,33,7
117,34,8
117,41,13
117,42,15
117,43,14
117,44,12
117,45,12
117,46,10
117,47,8
117,48,7
117,49,8
117,50,9
117,51,8
117,52,8
117,53,8
117,54,7
117,55,7
117,56,8
117,57,9
118,0,21
118,1,26
118,2,28
118,3,27
118,4,22
118,7,22
118,17,20
118,18,25
118,19,7
118,20,8
118,21,9
118,22,9
118,23,22
118,24,20
118,25,20
118,32,8
118,33,9
118,34,7
118,35,4
118,41,13
118,42,13
118,43,13
118,44,11
118,45,12
118,46,11
118,47,8
118,48,10
118,49,8
118,50,9
118,51,8
118,52,8
118,53,9
118,54,9
118,55,9
118,56,8
118,57,7
118,58,11
119,0,20
119,1,25
119,2,25
119,5,24
119,6,24
119,7,23
119,17,19
119,18,20
119,19,8
119,20,8
119,21,8
119,22,8
119,23,9
119,24,20
119,31,8
119,32,10
119,33,7
119,34,7
119,35,8
119,42,10
119,43,13
119,44,14
119,45,11
119,46,10
119,48,9
119,49,12
119,50,8
119,51,9
119,52,8
119,53,7
119,54,8
119,55,8
119,56,8
119,57,7
119,58,9
119,59,8
120,1,21
120,4,25
120,5,24
120,6,26
120,7,27
120,8,24
120,17,21
120,18,20
120,19,19
120,20,8
120,21,8
120,22,8
120,23,9
120,29,8
120,30,10
120,31,9
120,32,9
120,33,8
120,34,7
120,35,8
120,36,9
120,42,4
120,43,12
120,44,13
120,45,11
120,47,4
120,48,3
120,49,10
120,50,11
120,51,8
120,52,7
120,53,9
120,54,8
120,55,8
120,56,8
120,57,7
120,58,9
120,59,9
121,3,22
121,4,22
121,5,24
121,6,25
121,7,26
121,8,26
121,9,25
121,18,26
121,19,20
121,20,20
121,21,19
121,22,9
121,29,11
121,30,7
121,31,8
121,32,7
121,33,7
121,34,8
121,35,8
121,36,8
121,37,7
121,47,3
121,50,10
121,51,8
121,52,7
121,53,8
121,54,8
121,55,8
121,56,8
121,57,8
121,58,7
121,59,9
121,60,8
122,3,23
122,4,22
122,5,23
122,6,24
122,7,24
122,8,27
122,9,26
122,10,23
122,11,14
122,19,28
122,20,21
122,21,20
122,29,11
122,30,9
122,31,8
122,32,8
122,33,9
122,34,7
122,35,9
122,36,9
122,37,8
122,38,8
122,39,4
122,45,4
122,51,11
122,52,7
122,53,8
122,54,7
122,55,9
122,56,9
122,57,11
122,58,8
122,59,7
122,60,8
122,61,9
123,1,21
123,2,21
123,4,20
123,5,21
123,6,25
123,7,24
123,8,25
123,9,26
123,10,23
123,20,31
123,28,10
123,29,12
123,30,8
123,31,8
123,32,9
123,33,8
123,34,8
123,35,7
123,36,8
123,37,8
123,38,9
123,39,8
123,44,4
123,52,10
123,53,8
123,54,9
123,55,8
123,56,7
123,57,11
123,58,8
123,59,7
123,60,9
123,61,7
123,62,10
124,0,15
124,1,20
124,2,22
124,5,21
124,6,23
124,7,24
124,8,24
124,9,21
124,12,25
124,13,22
124,23,11
124,24,18
124,29,10
124,30,10
124,31,8
124,32,7
124,33,9
124,34,9
124,35,8
124,36,9
124,37,7
124,38,9
124,39,8
124,40,7
124,43,4
124,53,9
124,54,7
124,55,7
124,56,9
124,57,8
124,58,8
124,59,9
124,60,8
124,61,8
124,62,8
124,63,9
125,0,21
125,1,21
125,6,20
125,7,21
125,11,25
125,12,25
125,13,24
125,14,23
125,22,16
125,23,15
125,24,18
125,25,17
125,30,12
125,31,13
125,32,8
125,33,9
125,34,9
125,35,8
125,36,7
125,37,7
125,38,7
125,39,9
125,40,8
125,41,7
125,42,3
125,54,11
125,55,8
125,56,9
125,57,7
125,58,8
125,59,8
125,60,9
125,61,9
125,62,8
125,63,8
125,64,8
126,0,21
126,1,27
126,2,25
126,4,20
126,10,25
126,11,25
126,12,24
126,13,27
126,14,26
126,15,23
126,22,19
126,23,19
126,24,16
126,25,17
126,26,17
126,31,11
126,32,12
126,33,7
126,34,9
126,35,9
126,36,7
126,37,9
126,38,8
126,39,7
126,40,9
126,41,9
126,55,10
126,56,8
126,57,7
126,58,7
126,59,8
126,60,7
126,61,8
126,62,8
126,63,7
126,64,4
127,0,23
127,1,28
127,2,28
127,3,24
127,4,21
127,9,22
127,10,25
127,13,27
127,14,26
127,15,25
127,23,16
127,24,16
127,25,15
127,26,16
127,27,16
127,33,12
127,34,7
127,35,8
127,36,8
127,37,9
127,38,9
127,39,7
127,40,9
127,41,9
127,42,9
127,52,10
127,56,7
127,57,8
127,58,9
127,59,7
127,60,8
127,61,8
127,62,8
127,63,4
