x,y,height
0,4,4
0,26,4
0,27,5
0,28,4
0,29,6
0,34,9
0,45,9
0,70,10
0,71,10
0,72,20
0,73,27
0,74,29
0,75,30
0,76,32
0,77,35
0,78,31
0,79,27
0,108,5
0,109,10
0,110,10
0,111,8
0,112,4
0,114,12
0,115,15
0,116,17
0,119,7
0,120,8
0,121,10
0,122,23
0,123,18
0,124,13
0,125,13
0,126,11
0,127,8
1,3,5
1,4,4
1,26,8
1,27,5
1,28,6
1,29,4
1,34,10
1,36,9
1,37,10
1,38,8
1,39,9
1,40,9
1,41,7
1,45,5
1,62,11
1,63,10
1,70,11
1,71,12
1,72,13
1,73,25
1,74,34
1,75,36
1,76,36
1,77,35
1,78,31
1,79,28
1,80,26
1,103,11
1,104,11
1,105,7
1,111,8
1,112,4
1,113,11
1,114,11
1,115,8
1,116,18
1,119,24
1,120,25
1,121,24
1,122,26
1,123,18
1,124,16
1,125,15
1,126,11
2,3,4
2,4,4
2,22,4
2,23,5
2,24,4
2,26,8
2,27,6
2,28,6
2,29,6
2,34,9
2,36,9
2,37,7
2,38,7
2,39,7
2,40,9
2,41,8
2,42,8
2,43,9
2,45,10
2,61,4
2,62,11
2,63,10
2,70,11
2,71,11
2,72,18
2,73,24
2,74,32
2,75,36
2,76,34
2,77,30
2,78,31
2,79,33
2,80,27
2,103,12
2,104,8
2,105,5
2,114,12
2,115,9
2,116,11
2,119,26
2,120,25
2,121,25
2,122,26
2,123,18
2,124,16
2,125,14
2,126,11
3,1,4
3,3,4
3,22,5
3,23,5
3,24,4
3,26,5
3,27,5
3,28,5
3,29,5
3,33,8
3,34,10
3,35,4
3,36,8
3,37,8
3,38,8
3,39,8
3,40,7
3,41,4
3,45,12
3,62,12
3,63,12
3,64,7
3,70,11
3,71,12
3,72,16
3,73,26
3,74,29
3,75,33
3,76,31
3,77,31
3,78,30
3,79,30
3,80,27
3,81,27
3,123,12
3,124,16
3,125,15
3,126,12
4,1,4
4,26,4
4,27,4
4,28,5
4,29,6
4,33,10
4,34,9
4,35,7
4,36,8
4,37,7
4,38,7
4,39,5
4,45,7
4,63,11
4,64,12
4,65,9
4,70,8
4,71,10
4,72,29
4,73,31
4,74,30
4,75,30
4,76,30
4,79,27
4,80,28
4,81,28
4,89,4
4,109,8
4,110,7
4,111,4
4,124,12
4,125,13
4,126,11
5,1,4
5,22,5
5,23,5
5,24,4
5,27,5
5,28,5
5,29,6
5,33,9
5,34,9
5,35,11
5,36,10
5,37,9
5,38,10
5,39,9
5,40,7
5,41,4
5,42,4
5,43,7
5,44,8
5,45,8
5,64,11
5,65,10
5,71,9
5,72,10
5,73,11
5,74,17
5,75,32
5,76,32
5,77,29
5,80,27
5,88,8
5,89,7
5,109,7
5,110,7
5,124,10
5,125,12
6,0,7
6,27,5
6,28,5
6,29,5
6,32,10
6,33,10
6,34,9
6,35,9
6,36,9
6,37,9
6,38,10
6,39,9
6,40,8
6,41,4
6,42,4
6,43,11
6,44,7
6,45,4
6,47,5
6,50,9
6,53,4
6,54,5
6,55,7
6,64,12
6,65,11
6,66,9
6,67,8
6,73,10
6,74,10
6,75,10
6,76,34
6,77,32
6,87,10
6,88,12
6,89,7
6,117,10
6,118,11
7,0,7
7,23,5
7,24,4
7,27,5
7,28,6
7,29,5
7,32,9
7,33,10
7,34,10
7,35,10
7,36,9
7,37,9
7,38,8
7,39,8
7,40,9
7,41,8
7,42,8
7,43,9
7,44,7
7,47,11
7,48,9
7,50,11
7,51,9
7,52,8
7,53,15
7,54,14
7,55,14
7,65,7
7,66,11
7,67,11
7,68,7
7,75,10
7,80,11
7,81,12
7,86,11
7,87,10
7,88,11
7,89,4
7,117,11
7,118,14
7,119,15
7,120,14
7,127,10
8,0,7
8,23,4
8,24,5
8,27,9
8,28,5
8,29,11
8,32,11
8,33,8
8,34,9
8,35,9
8,36,9
8,37,9
8,38,8
8,39,8
8,40,8
8,41,8
8,42,9
8,43,9
8,44,7
8,47,11
8,48,10
8,50,11
8,51,10
8,52,9
8,53,14
8,54,16
8,55,15
8,66,12
8,67,13
8,68,7
8,80,11
8,86,12
8,87,12
8,88,13
8,118,11
8,119,15
8,120,12
8,121,10
8,126,12
8,127,10
9,22,5
9,23,4
9,24,5
9,27,10
9,28,10
9,29,12
9,32,12
9,33,9
9,34,7
9,35,9
9,36,10
9,37,8
9,38,8
9,39,9
9,40,9
9,41,9
9,42,10
9,43,9
9,44,4
9,47,11
9,48,10
9,51,12
9,52,8
9,53,11
9,54,10
9,55,10
9,56,8
9,66,12
9,67,14
9,68,10
9,69,9
9,85,10
9,86,12
9,120,7
9,121,7
9,127,10
10,9,9
10,10,5
10,22,10
10,23,7
10,27,10
10,28,11
10,29,12
10,32,7
10,33,7
10,34,4
10,35,5
10,36,4
10,37,4
10,38,8
10,39,8
10,40,10
10,41,9
10,42,11
10,43,8
10,44,4
10,47,11
10,48,10
10,51,10
10,54,10
10,55,13
10,56,12
10,68,9
10,69,8
10,70,5
10,78,7
10,79,9
10,81,10
10,82,10
10,85,9
10,86,5
11,9,7
11,10,7
11,22,11
11,23,10
11,27,12
11,28,11
11,29,12
11,33,5
11,34,7
11,35,11
11,37,8
11,38,11
11,39,7
11,40,7
11,41,9
11,42,10
11,43,8
11,44,7
11,47,11
11,48,13
11,49,13
11,51,10
11,52,10
11,54,10
11,55,13
11,56,12
11,69,5
11,70,9
11,71,7
11,75,8
11,76,8
11,78,4
11,79,8
11,80,8
11,81,8
11,82,11
11,85,12
11,86,4
12,9,8
12,10,7
12,22,10
12,23,10
12,24,7
12,27,11
12,28,11
12,29,11
12,33,5
12,34,8
12,35,11
12,37,11
12,38,9
12,39,9
12,40,4
12,41,5
12,42,8
12,43,8
12,44,4
12,46,5
12,47,17
12,48,15
12,49,14
12,51,12
12,52,12
12,55,12
12,56,13
12,57,12
12,70,8
12,71,8
12,72,4
12,75,8
12,76,7
12,77,4
12,78,4
12,79,8
12,80,7
12,81,7
12,82,5
12,84,12
12,85,12
13,9,4
13,10,7
13,22,11
13,23,11
13,24,7
13,28,11
13,29,12
13,37,8
13,38,9
13,39,9
13,42,9
13,43,14
13,46,11
13,47,16
13,48,16
13,49,13
13,51,11
13,52,12
13,53,10
13,55,11
13,56,13
13,57,11
13,71,5
13,72,5
13,78,4
13,79,7
13,80,5
13,81,8
13,82,11
13,84,10
13,85,11
13,86,11
13,87,5
14,22,12
14,23,13
14,24,5
14,28,12
14,29,11
14,34,7
14,35,8
14,36,7
14,37,8
14,38,9
14,39,8
14,41,7
14,42,11
14,43,18
14,46,10
14,47,10
14,48,9
14,49,14
14,52,11
14,53,10
14,55,10
14,56,12
14,57,12
14,58,4
14,80,4
14,81,8
14,82,10
14,84,11
14,85,11
14,86,14
14,87,10
15,20,4
15,21,7
15,22,11
15,23,11
15,24,4
15,28,12
15,29,11
15,32,4
15,33,4
15,34,8
15,35,10
15,36,10
15,37,7
15,38,8
15,39,5
15,41,4
15,42,18
15,43,20
15,46,12
15,47,8
15,48,7
15,49,12
15,50,12
15,52,9
15,53,9
15,55,4
15,56,8
15,57,8
15,58,7
15,59,4
15,82,14
15,84,11
15,85,12
15,86,12
16,28,10
16,29,9
16,32,11
16,33,12
16,34,9
16,35,10
16,36,11
16,37,8
16,38,4
16,42,19
16,43,20
16,45,12
