x,y,height
0,35,4
0,36,2
0,37,10
0,38,13
0,39,12
0,40,9
1,34,4
1,35,3
1,36,3
1,37,11
1,38,12
1,39,12
2,36,10
2,37,12
2,38,13
2,39,8
3,35,4
3,36,10
3,37,11
3,38,12
4,34,4
4,36,12
4,37,12
4,38,12
5,34,4
5,36,12
5,37,13
5,38,10
6,34,4
6,35,4
6,36,12
6,37,13
6,38,11
7,34,4
7,35,9
7,36,12
7,37,12
8,34,4
8,36,13
8,37,12
9,34,4
11,38,6
11,39,8
12,35,4
12,38,8
12,39,6
12,40,8
13,39,7
13,40,7
14,39,5
14,40,12
43,127,4
44,127,9
45,117,4
45,127,8
47,123,4
47,124,7
48,123,5
48,124,14
48,125,16
48,126,16
48,127,4
49,124,15
49,125,14
49,126,16
50,121,13
50,122,12
50,125,4
51,62,55
51,63,15
51,64,13
51,108,10
51,109,4
51,120,13
51,121,16
51,122,10
52,61,54
52,62,55
52,63,55
52,64,13
52,65,11
52,66,12
52,108,7
52,119,12
52,120,16
52,121,16
52,127,16
53,61,54
53,62,55
53,63,54
53,64,12
53,65,11
53,66,10
53,105,9
53,108,7
53,118,10
53,119,14
53,120,15
53,121,15
54,62,10
54,63,12
54,64,12
54,65,11
54,66,12
54,105,7
54,106,4
54,108,7
54,109,7
54,111,5
54,112,7
54,113,7
54,118,15
54,119,19
54,120,14
54,124,10
54,125,13
54,126,12
55,61,10
55,62,12
55,63,12
55,64,10
55,65,55
55,66,55
55,105,6
55,106,7
55,108,6
55,109,8
55,110,4
55,111,6
55,112,7
55,113,4
55,117,12
55,118,15
55,119,15
55,124,13
55,125,14
55,126,12
56,61,10
56,62,12
56,63,12
56,64,10
56,65,55
56,66,54
56,67,55
56,105,8
56,108,8
56,109,7
56,110,4
56,117,14
56,118,19
56,119,7
56,124,13
56,125,11
57,60,9
57,61,24
57,62,25
57,63,12
57,64,9
57,65,55
57,66,56
57,67,9
57,105,7
57,108,8
57,116,12
57,117,15
57,118,16
57,127,8
58,60,25
58,61,24
58,62,25
58,63,10
58,64,9
58,65,11
58,66,10
58,67,9
58,116,13
58,117,18
58,121,12
58,122,13
58,127,10
59,60,11
59,61,25
59,62,25
59,63,5
59,64,9
59,103,5
59,104,4
59,116,4
59,120,12
59,121,13
59,122,12
59,127,9
60,60,8
60,61,11
60,62,4
60,102,7
60,103,9
60,105,7
60,106,9
60,107,8
60,120,12
60,121,10
60,124,7
60,125,4
61,60,10
61,61,9
61,102,11
61,103,10
61,104,4
61,118,17
61,119,17
61,123,11
61,124,10
61,125,13
62,102,8
62,103,9
62,118,17
62,119,17
62,120,14
62,123,11
62,124,13
62,125,14
63,67,11
63,102,8
63,103,9
63,104,4
63,105,7
63,106,8
63,119,18
63,120,17
63,121,14
63,123,10
63,124,13
